06:38:55.561 | 3884 | 02 10 19 67 14 cd 23 50 1a 85 20 c1 19 92  |  -86 CRC error

06:38:56.129 | 3886 | 02 28 1e 56 0e 8d 20 a2 22 d0 1a d9 1b 0c  |  -86 CRC error

06:38:56.410 | 3887 | 02 34 14 8a 2e 28 24 44 5c 4b 0f 9e 23 8f  |  -86 CRC error

06:38:56.695 | 3888 | 02 40 28 01 2d 49 1e 88 18 08 1c 1c 19 f4  |  -84 CRC error

06:38:56.977 | 3897 | 02 4c 1a 82 1a 94 aa 1a aa a8 a1 54 09 25  |  -84 CRC error

06:38:57.259 | 3890 | 02 58 20 ed 1f bc 1d 6e 27 8b 20 c9 1e ec  |  -85 CRC error

06:38:57.544 | 3891 | 02 64 1a c7 2a 2a 1f 01 18 65 2b de 15 9a  |  -84 CRC error

06:38:57.828 | 3892 | 02 70 24 74 20 fc 18 00 21 7c 1a b5 14 c7  |  -86 CRC error

06:38:58.110 | 3893 | 02 7c 22 03 1e 32 2a 94 24 70 11 58 1a 93  |  -85 CRC error

06:38:58.392 | 3894 | 02 88 1f 0a 19 b7 1c 14 24 3a 1f 91 19 f5  |  -86 CRC error

06:38:58.676 | 3895 | 02 94 26 a9 1b e4 1a a1 1e be 1d 86 1b fb  |  -86 CRC error

06:38:59.807 | 3899 | 02 c4 21 54 1e cd 1b 30 19 01 1c b6 1e 9a  |  -85 CRC error

06:39:00.091 | 3900 | 02 d0 1d eb 1e f3 1b 89 27 6b 1f b6 23 c4  |  -88 CRC error

06:39:00.374 | 3901 | 02 dc 25 11 27 b4 1a 1b 22 2a 26 83 1e 6c  |  -87 CRC error

06:39:00.657 | 8127 | aa e9 f7 e7 77 ab 5b ee fb cd b5 6f bf 7f  |  -84 CRC error

06:39:00.939 | 3903 | 02 f4 24 b4 2b a8 25 2c 1f f1 17 6b 13 e6  |  -86 CRC error

06:39:01.222 | 3904 | 03 00 1e 36 18 c2 22 cd 29 d2 19 38 1a 62  |  -85 CRC error

06:39:01.506 | 3905 | 03 0c 1f 10 17 51 25 b3 1e 41 2f 64 26 b5  |  -84 CRC error

06:42:01.872 | 4030 | 20 e8 27 28 25 53 1a ce 1d 24 29 3f 22 92  |  -86 CRC error

06:42:02.153 | 4031 | 20 f4 1f 2c 1d 12 2d f0 10 1f 23 53 16 45  |  -86 CRC error

06:42:02.442 | 4033 | 21 00 1c cd 28 7c 19 a2 19 43 15 5a 21 15  |  -85 CRC error

06:42:02.721 | 4033 | 21 0c 3f ff bb fb d5 5f ff bd df fe ef 7b  |  -85 CRC error

06:42:03.005 | 20418 | 21 18 29 c0 21 4a 1a cf 20 98 22 aa 2f 84  |  -85 CRC error

