05:49:29.924 | 3849 | 48 6c 52 ef 22 26 a9 73 35 aa a6 2d 55 56  | -101 CRC error

05:49:51.182 | 12116 | 23 f4 29 43 1d 55 25 bf 5b bb 1b 87 1f 30  | -101 CRC error

05:49:51.750 | 2054 | 04 08 19 ef 1f cd 2d f6 16 6b 26 fc 2f 30  |  -83 CRC error

05:49:53.447 | 3932 | 04 50 25 0b 1d 47 1c 93 32 40 25 95 2c 4f  |  -95 CRC error

05:49:54.013 | 3928 | a4 68 15 c1 28 f6 2c 2a 1a c3 11 57 14 51  |  -99 CRC error

05:49:55.145 | 3938 | 04 98 0e de 20 a3 1e 36 17 7f 35 79 26 4a  |  -93 CRC error

05:49:55.430 | 20323 | 04 a4 16 e3 18 4a 1e 7e 0a d4 1b ed 24 ad  |  -94 CRC error

05:49:55.997 | 3941 | 04 8a 1d d3 1d c5 18 8e 1d 6c 19 08 22 68  |  -96 CRC error

05:50:07.056 | 3980 | 06 90 15 59 21 40 29 4e 30 2b 17 5b 1a e5  |  -97 CRC error

05:50:07.905 | 3983 | 06 b4 0e 50 1c a2 22 ce 1d ea 5d 6d 5b ae  |  -94 CRC error

05:50:08.189 | 3984 | 06 c0 28 58 51 f1 23 6f 12 f5 20 df 1b d6  |  -94 CRC error

05:50:08.755 | 3986 | 06 c6 8b fe 1f ab 10 de 1e 4d 15 f5 17 e2  |  -95 CRC error

05:50:09.037 | 3987 | 06 e4 12 da 25 6f 16 43 18 7f 27 46 29 f9  |  -95 CRC error

05:50:09.321 | 3989 | 42 d4 25 55 2a d2 55 2a 96 a9 15 4a a2 95  |  -97 CRC error

05:50:09.888 | 3990 | 07 08 2d bd ab b7 55 75 5d 5f d5 5d 6a ea  |  -96 CRC error

05:50:10.737 | 3993 | 07 0a 23 b0 16 5b 22 5f 1c fa 10 9e 15 3c  |  -95 CRC error

05:50:11.020 | 3994 | 07 38 16 22 1b f5 2c e2 1b 7f 23 31 25 a3  |  -94 CRC error

05:50:11.303 | 3969 | 07 44 22 74 17 ff 20 69 1f ed 1c d2 50 d2  |  -79 CRC error

05:50:12.436 | 3999 | 17 74 20 d2 87 b5 2b ac 24 98 18 fb 24 66  |  -94 CRC error

05:50:14.724 | 3091 | 07 d4 16 bd 20 cb 21 1d 20 c1 1d 21 4c a8  |  -82 CRC error

05:50:16.141 | 4012 | 08 10 16 11 43 d9 36 08 1b f0 28 fe 57 0f  |  -96 CRC error

05:50:16.424 | 4013 | 14 1c 26 23 12 81 14 7e 26 cf 22 05 11 40  |  -96 CRC error

05:50:16.989 | 0015 | 08 34 22 ca 24 59 1e df 2e 65 12 14 25 b8  |  -84 CRC error

05:50:18.121 | 4019 | 08 64 16 4e 25 5b 1e d6 23 6b 20 e8 1e b7  |  -95 CRC error

05:50:18.688 | 4021 | 08 1a 1e 4f 2f 5a 2c 10 2f 00 29 0d 1d 08  |  -95 CRC error

05:50:18.974 | 4016 | 48 88 28 18 13 fc 1b 95 13 64 15 a7 14 a7  |  -83 CRC error

05:50:19.255 | 2709 | 2a 29 54 a2 51 55 22 a4 55 54 a4 d2 22 a2  |  -88 CRC error

05:50:19.537 | 3072 | 08 a0 28 32 1f 79 17 a7 16 a1 1b ca 23 63  |  -85 CRC error

05:50:20.670 | 4028 | 08 d2 1d c5 20 05 2b 60 1a c9 26 e8 21 59  |  -95 CRC error

05:50:26.638 | 4049 | 01 44 15 85 20 f9 29 64 19 5d 1c e1 20 94  |  -99 CRC error

05:50:28.902 | 4057 | 0a 2c 26 05 1c c2 28 6a 23 ad 2e 35 14 dc  |  -94 CRC error

05:50:29.184 | 20442 | 0a ba 1d cf 2f 24 18 79 22 b9 1e 81 2e 2d  |  -97 CRC error

05:50:29.468 | 4059 | 0a 44 1d 3a 1c 0e 3a 94 1e e6 24 75 25 c7  |  -99 CRC error

05:50:30.603 | 4063 | 0a 74 21 ae 11 42 2c 9a 1f e3 27 6a 0f b7  |  -93 CRC error

05:50:30.884 | 4064 | 0a 80 0a 50 23 76 26 b4 1d c2 16 22 19 ea  |  -91 CRC error

05:50:31.166 | 4065 | 0a 8c 10 a4 17 b6 1d c1 1c a7 22 2e 18 bc  |  -92 CRC error

05:50:31.450 | 4066 | 05 18 09 66 1a 71 1f 53 28 d6 1f ec 18 53  |  -92 CRC error

05:50:34.281 | 4076 | 0b 10 17 9b 1d 3d 1f b8 20 63 28 55 20 cb  |  -99 CRC error

05:50:34.574 | 4077 | 0b 1c 1a bd 2a 2c 2f bb 1f 64 18 f0 17 8f  |  -97 CRC error

05:50:34.848 | 3822 | 0b 28 2a fc 32 ee 1f 77 22 8e 05 2d 15 7c  |  -96 CRC error

05:50:35.414 | 4080 | 0b 40 a4 85 1d ec 1a 54 23 6f 20 cb 1b d5  |  -97 CRC error

05:50:38.812 | 4092 | 0b d0 2c 1d 1e 28 27 47 28 5d 1e 2a 1a 35  |  -97 CRC error

05:50:39.377 | 4094 | 0b e8 28 6e 28 e1 2b 90 17 1f 19 e8 27 f4  |  -98 CRC error

05:50:39.661 | 4088 | 47 f4 21 cc 24 18 11 50 2d ab 1a 3e 14 f4  |  -80 CRC error

05:50:40.227 | 2113 | 0c 2c a7 4a 1e 21 20 15 18 9e aa 85 2b 68  |  -83 CRC error

05:50:40.510 | 0002 | 0c 18 10 68 30 6e 24 9d 22 f5 21 42 29 43  |  -94 CRC error

05:50:41.643 | 3846 | 0c 48 1c 48 0a 41 28 ae 25 55 20 95 2a 5b  |  -97 CRC error

05:50:41.925 | 36615 | 0c 54 10 99 1e 55 21 c4 1c 85 1b 4e 1c f7  |  -95 CRC error

05:50:42.207 | 3848 | 0c 60 28 4a 23 b8 1e 23 28 47 14 0a 21 5e  |  -95 CRC error

05:50:43.340 | 3852 | 0c 90 15 8e 1d 92 19 94 1f a6 17 cb 22 d0  |  -94 CRC error

05:50:44.189 | 3887 | 4c b4 1b d4 1f d1 2d 15 15 32 aa a3 29 52  |  -97 CRC error

05:50:44.471 | 3856 | 0c c0 25 a1 1d 9c 23 c0 2e 29 26 2f 28 04  |  -95 CRC error

05:50:45.038 | 3858 | 0c d8 1a 83 28 c0 54 51 21 6b 25 29 19 01  |  -96 CRC error

05:50:45.323 | 3859 | 0c e4 26 72 1f 59 13 47 56 8a 25 82 1c 9a  |  -96 CRC error

05:50:45.606 | 3860 | 0c f0 25 03 2f f7 25 c0 1d ed 1e eb 1b 18  | -101 CRC error

05:50:45.887 | 3861 | 0c fc 1a 1a 23 7d 24 fe 20 d8 09 43 1c 32  |  -95 CRC error

05:50:46.454 | 36631 | 0d 14 17 b8 5d 2e 5c 2d 53 aa 9d eb 27 92  |  -96 CRC error

05:50:47.021 | 3865 | 0d 2c 23 10 23 35 17 cb 2a 6d 23 60 1c c8  |  -91 CRC error

05:50:48.155 | 3869 | 0d 5c 1a d7 20 f7 24 c9 17 9e 1d 39 2b f3  |  -96 CRC error

05:50:48.437 | 7966 | 0d 69 21 5a 27 a8 1b b5 21 75 2d 5b 2f 9b  |  -98 CRC error

05:50:48.720 | 12063 | 0d 74 19 d4 0f 0f 1f bb 23 e4 9e 7e 2a a3  | -100 CRC error

05:50:51.292 | 3880 | 0d e0 2b 85 1f cb 23 9b 1c 79 1d 21 26 11  |  -94 CRC error

05:50:51.575 | 3369 | 0d ec 0c 95 16 e6 15 51 19 3e 1e d5 20 ce  |  -95 CRC error

