06:13:41.326 | 3840 | 00 00 13 5d 1f 43 1b 45 25 6f 21 fe 0f 7e  |  -88 CRC error

06:13:41.610 | 3841 | 00 0c 20 6b 2b b0 24 4b 26 55 1a 56 22 e8  |  -85 CRC error

06:13:42.179 | 3843 | 00 24 19 e2 17 c2 25 4e 1f 4c 27 a4 31 bf  |  -86 CRC error

06:13:42.457 | 3844 | 00 30 1c 08 23 fc 17 c2 22 1b 1c e4 25 de  |  -87 CRC error

06:13:42.742 | 3845 | 00 3c 20 56 1c 27 1e 24 17 07 1a 80 27 e6  |  -89 CRC error

06:13:43.025 | 3846 | 00 48 2a 99 2b 6b 1e 0d 1a 32 25 76 19 1f  |  -90 CRC error

06:13:43.308 | 3847 | 00 54 25 a3 2f 9e 25 88 22 96 1e 88 a4 eb  |  -88 CRC error

06:13:43.592 | 3848 | 28 60 16 6d 12 10 22 7b 2c 67 11 f6 1f a4  |  -91 CRC error

06:13:43.875 | 3849 | 00 6c 12 ef 22 26 29 73 31 88 26 2d 1e 06  |  -88 CRC error

06:13:44.159 | 3850 | 00 78 20 2d 2b f3 19 7d 20 aa aa ea aa d7  |  -86 CRC error

06:13:44.440 | 3851 | 00 84 23 eb 12 4a 23 19 14 e7 29 81 1d cf  |  -84 CRC error

06:13:45.006 | 3853 | 00 9c 31 bc 2d 44 20 a6 12 42 21 f3 20 51  |  -86 CRC error

06:13:45.290 | 3854 | 00 a8 11 0e 25 a4 20 c1 23 31 21 d2 13 7a  |  -86 CRC error

06:13:45.572 | 3855 | 00 b4 1f b9 1d 5e 20 ef 2b 95 25 60 27 37  |  -85 CRC error

06:13:45.856 | 3856 | 00 c0 1f 9a 2c 71 21 2c 21 7f 1e f7 24 92  |  -84 CRC error

06:13:46.140 | 3857 | 00 cc 21 17 2d 98 26 9a 14 08 1e 5a 1c c6  |  -84 CRC error

06:13:46.423 | 3858 | 00 d8 2d d7 22 e9 1c e0 11 66 28 f0 1e 22  |  -83 CRC error

06:13:46.989 | 3860 | 00 f0 26 53 2f 37 1b cc 20 5d 21 a9 22 38  |  -85 CRC error

06:13:47.271 | 3861 | 14 fc 14 8d 10 8a 19 f2 28 e8 16 b1 20 34  |  -87 CRC error

06:13:47.554 | 3862 | 01 08 28 0e 1e 72 20 a5 23 da 1b 77 1f 44  |  -85 CRC error

06:13:47.836 | 3863 | 01 14 1e e7 24 5c 1c 86 0f e2 2b 78 20 ca  |  -85 CRC error

06:13:48.120 | 3864 | 01 20 28 4f 17 0e 2b d1 28 60 24 09 13 7e  |  -84 CRC error

06:13:48.403 | 3865 | 01 2c 1c dd 13 f7 2d 6b 1a 7e 1a 33 12 42  |  -85 CRC error

06:13:48.687 | 3866 | 01 38 21 7d 1f 3d 1f 75 2a f7 1b cb 26 f9  |  -85 CRC error

06:13:48.970 | 3867 | 01 44 28 6c 27 d3 2f 4a 18 bf 16 4a d5 55  |  -84 CRC error

06:13:49.253 | 3868 | 01 50 25 53 2c 4c 30 94 2b ea 1f 91 16 ab  |  -86 CRC error

06:13:49.818 | 3870 | 01 68 19 d1 29 b7 22 c3 13 a2 19 89 19 3f  |  -85 CRC error

06:13:50.102 | 3871 | 01 74 13 fa 2e 11 1f 06 1c 62 27 50 a5 68  |  -85 CRC error

